Ordem,ID,Versão,Sprint,Componente,Forma de integração,Tipo,Tarefa,Passo de execução,Artefato a produzir,Critério de aceite,Dependências,Requisitos,Status,Prioridade na versão,Risco,Aplicabilidade,Responsável,Revisor humano,Data de aceite,Evidência exigida,Evidência obtida,ADR / justificativa,Fechamento,Observações
496,SL-S46-01,v0.8.0,S46,Context Engine / orquestração,Integração,Implementação,Criar planejador de exploração,Selecionar grupos a partir do Skeleton Map e pergunta autorizada.,crates/context-agent/src/planner.rs,Plano não é interpretado como autorização para ferramenta fora do catálogo.,SL-S44-GATE; SL-S45-GATE,R07; R13; R22; R23; R27,Não iniciado,P1,Alto,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S46/SL-S46-01.md,,,PENDENTE,
497,SL-S46-02,v0.8.0,S46,Context Engine / orquestração,Integração,Implementação,Implementar expansão limitada,Navegar árvore e relações com limites de hops/chamadas/tempo.,crates/context-agent/src/explorer.rs,Ciclo no grafo não causa execução sem fim nem consumo ilimitado.,SL-S46-01,R07; R13; R22; R23; R27,Não iniciado,P1,Alto,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S46/SL-S46-02.md,,,PENDENTE,
498,SL-S46-03,v0.8.0,S46,Context Engine / orquestração,Integração,Implementação,Executar subconsultas,Compartilhar snapshot e serializar inferência quando o perfil exigir.,crates/context-agent/src/subqueries.rs,Paralelismo lógico não implica carregar vários modelos em RAM.,SL-S46-02,R07; R13; R22; R23; R27,Não iniciado,P1,Alto,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S46/SL-S46-03.md,,,PENDENTE,
499,SL-S46-04,v0.8.0,S46,Context Engine / orquestração,Integração,Implementação,Consolidar evidências,Manter quotes/referências junto às micro-sínteses e detectar incompatibilidades.,crates/context-agent/src/evidence.rs,Resumos intermediários não são a única fonte disponível para a resposta.,SL-S46-03,R07; R13; R22; R23; R27,Não iniciado,P1,Alto,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S46/SL-S46-04.md,,,PENDENTE,
500,SL-S46-05,v0.8.0,S46,Context Engine / orquestração,Integração,Implementação,Gerar resposta com referências,Validar IDs/localizadores e separar inferência de afirmação citada.,crates/context-agent/src/answer.rs,"Citação inexistente é rejeitada/sinalizada, não renderizada como prova válida.",SL-S46-04,R07; R13; R22; R23; R27,Não iniciado,P1,Alto,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S46/SL-S46-05.md,,,PENDENTE,
501,SL-S46-06,v0.8.0,S46,Context Engine / orquestração,Integração,Implementação,Implementar abstenção,"Reconhecer evidência insuficiente, acesso negado e budget esgotado.",crates/context-agent/src/abstain.rs,Sistema não inventa resposta para ocultar ausência de fonte.,SL-S46-05,R07; R13; R22; R23; R27,Não iniciado,P1,Alto,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S46/SL-S46-06.md,,,PENDENTE,
502,SL-S46-07,v0.8.0,S46,Context Engine / orquestração,Integração,Implementação,Integrar cancelamento e revisão,Descartar/apresentar como antiga resposta construída sobre snapshot alterado.,crates/context-agent/src/session.rs,Resultado atrasado não modifica texto da Peça nem se anuncia como atual.,SL-S46-06,R07; R13; R22; R23; R27,Não iniciado,P1,Alto,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S46/SL-S46-07.md,,,PENDENTE,
503,SL-S46-08,v0.8.0,S46,Context Engine / orquestração,Integração,Teste,Avaliar relações e layout,"Perguntas contrastivas com mesmas palavras, mas grupos/arestas diferentes.",tests/eval/context-topology/,Motor usa estrutura relevante em vez de responder só por similaridade textual.,SL-S46-07,R07; R13; R22; R23; R27,Não iniciado,P1,Alto,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S46/SL-S46-08.md,,,PENDENTE,
504,SL-S46-09,v0.8.0,S46,Context Engine / orquestração,Integração,Teste,Executar avaliação de citações,"Verificar fontes, revisões, ausência de resposta e leaks entre workspaces.",reports/v0.8/context-quality.json,"Precisão de referência e escopo são gates, não somente fluência do texto.",SL-S46-08,R07; R13; R22; R23; R27,Não iniciado,P1,Alto,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S46/SL-S46-09.md,,,PENDENTE,
505,SL-S46-10,v0.8.0,S46,Context Engine / orquestração,Integração,Release,Publicar alpha de raciocínio,"Entregar modo local, diagnóstico de contexto e limites conhecidos.",release/v0.8.0/,PageIndex adaptado não assume autoridade canônica nem acesso global às células.,SL-S46-09,R07; R13; R22; R23; R27,Não iniciado,P1,Alto,Obrigatória no escopo da versão,Autor,,,reports/S46/SL-S46-10.md,,,PENDENTE,
506,SL-S46-GATE,v0.8.0,S46,Context Engine / orquestração,Aceite humano,Gate,Aceitar S46 — Entregar recuperação estrutural e síntese progressiva,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S46/acceptance.md,Perguntar sobre grupos que se contradizem e receber resposta apoiada nas revisões corretas. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.,SL-S46-01; SL-S46-02; SL-S46-03; SL-S46-04; SL-S46-05; SL-S46-06; SL-S46-07; SL-S46-08; SL-S46-09; SL-S46-10,R07; R13; R22; R23; R27,Não iniciado,P0,Alto,Obrigatória para fechar a versão aprovada,Autor,,,reports/S46/acceptance.md,,,PENDENTE,
507,SL-S47-01,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Desconstrução,Upstream,Fixar origem SearxNG,"Registrar revisão, runtime Python, engines habilitados e obrigações AGPL.",upstream/searxng/manifest.json,Fonte correspondente e configuração distribuída são identificáveis.,SL-S23-GATE; SL-S26-GATE; SL-S34-GATE; SL-S46-GATE,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S47/SL-S47-01.md,,,PENDENTE,
508,SL-S47-02,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Desconstrução,Decisão,Escolher instância e lifecycle,Resolver ADR-015: local gerenciada ou instância pessoal explícita.,docs/adr/015-web-discovery.md,Instância pública não é fallback silencioso nem dependência obrigatória para abrir o app.,SL-S47-01,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S47/SL-S47-02.md,,,PENDENTE,
509,SL-S47-03,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Desconstrução,Implementação,Criar configuração mínima,Habilitar API JSON e apenas engines necessários; separar serviço de sua interface web.,workers/searxng/settings.yml,Formato não habilitado gera diagnóstico em vez de assumir que toda instância responde JSON.,SL-S47-02,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S47/SL-S47-03.md,,,PENDENTE,
510,SL-S47-04,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Desconstrução,Implementação,Integrar supervisor,Iniciar/verificar/encerrar serviço local quando essa modalidade for escolhida.,adapters/searxng/lifecycle.rs,Serviço não inicia no startup da autoria sem necessidade.,SL-S47-03,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S47/SL-S47-04.md,,,PENDENTE,
511,SL-S47-05,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Desconstrução,Contrato,Definir resultado de descoberta,"Normalizar título, URL, snippet, engine, consulta e timestamp sem chamar isso de evidência lida.",schemas/web-search-result.json,Resultado preserva origem e não inventa conteúdo da página completa.,SL-S47-04,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S47/SL-S47-05.md,,,PENDENTE,
512,SL-S47-06,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Desconstrução,Implementação,Implementar cliente,"Tratar idioma, filtros, timeout, cancelamento e falhas parciais de engines.",adapters/searxng/client.rs,Uma engine bloqueada não faz loop infinito nem retorna sucesso vazio sem contexto.,SL-S47-05,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S47/SL-S47-06.md,,,PENDENTE,
513,SL-S47-07,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Desconstrução,Implementação,Aplicar política de consulta,"Autorizar texto enviado, registrar finalidade e bloquear contexto sensível não aprovado.",crates/web/src/query_policy.rs,Consulta gerada pela IA é inspecionável; a mesa inteira não é enviada automaticamente.,SL-S47-06,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S47/SL-S47-07.md,,,PENDENTE,
514,SL-S47-08,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Desconstrução,Implementação,Deduplicar resultados,"Canonicalizar URLs com cuidado, preservando versões/origens relevantes.",crates/web/src/result_merge.rs,Parâmetros semanticamente relevantes não são removidos indiscriminadamente.,SL-S47-07,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S47/SL-S47-08.md,,,PENDENTE,
515,SL-S47-09,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Desconstrução,Teste,Criar API fake e smoke autorizado,"Cobrir 403 JSON, indisponibilidade, respostas parciais e uma pesquisa real consentida.",tests/web/searxng/,CI determinística não depende de buscadores públicos; teste real tem estado separado.,SL-S47-08,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S47/SL-S47-09.md,,,PENDENTE,
516,SL-S47-10,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Desconstrução,Licença,Preparar distribuição e avisos,Incluir fontes/configuração e documentação da divulgação de consultas externas.,compliance/searxng/,Auto-hospedagem não é anunciada como busca offline ou anonimato absoluto.,SL-S47-09,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S47/SL-S47-10.md,,,PENDENTE,
517,SL-S47-GATE,v0.9.0,S47,SearxNG / WebDiscoveryProvider,Aceite humano,Gate,Aceitar S47 — Integrar SearxNG como serviço de descoberta,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S47/acceptance.md,Pesquisar por consulta autorizada e apresentar resultados sem enviar o board inteiro. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.,SL-S47-01; SL-S47-02; SL-S47-03; SL-S47-04; SL-S47-05; SL-S47-06; SL-S47-07; SL-S47-08; SL-S47-09; SL-S47-10,R08; R24; R30; R33,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S47/acceptance.md,,,PENDENTE,
518,SL-S48-01,v0.9.0,S48,Scrapling / WebFetchProvider,Desconstrução,Upstream,Fixar Scrapling e dependências,Registrar fetchers/parser necessários e excluir inicialmente extras de browser/crawl.,upstream/scrapling/manifest.json,Pacote HTTP não instala navegador por simples import sem política aprovada.,SL-S23-GATE; SL-S26-GATE; SL-S29-GATE; SL-S47-GATE,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S48/SL-S48-01.md,,,PENDENTE,
519,SL-S48-02,v0.9.0,S48,Scrapling / WebFetchProvider,Desconstrução,Upstream,Reproduzir baseline HTTP,"Exercitar requests, redirecionamentos e HTML de fixture sem customização.",reports/scrapling/http-baseline.md,Mudança de comportamento no adapter pode ser comparada à revisão original.,SL-S48-01,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S48/SL-S48-02.md,,,PENDENTE,
520,SL-S48-03,v0.9.0,S48,Scrapling / WebFetchProvider,Desconstrução,Contrato,Definir FetchRequest/Snapshot,"Incluir URL autorizada, limites, headers permitidos, cadeia de redirect e bytes/hash.",schemas/web-fetch-v0.json,"Snapshot diferencia URL solicitada, final e data de aquisição.",SL-S48-02,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S48/SL-S48-03.md,,,PENDENTE,
521,SL-S48-04,v0.9.0,S48,Scrapling / WebFetchProvider,Desconstrução,Implementação,Implementar política SSRF,"Restringir schemes, destinos, DNS e redes privadas conforme autorização.",crates/web/src/url_policy.rs,"localhost, metadados, file URLs e destinos não permitidos são rejeitados.",SL-S48-03,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S48/SL-S48-04.md,,,PENDENTE,
522,SL-S48-05,v0.9.0,S48,Scrapling / WebFetchProvider,Desconstrução,Implementação,Validar cada redirecionamento,Reaplicar política e tratamento de resolução antes de seguir destino.,workers/scrapling/redirect_policy.py,URL pública que redireciona ao runtime local não contorna o bloqueio.,SL-S48-04,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S48/SL-S48-05.md,,,PENDENTE,
523,SL-S48-06,v0.9.0,S48,Scrapling / WebFetchProvider,Desconstrução,Implementação,Aplicar limites de resposta,"Controlar bytes descomprimidos, tempo, encoding e tipo detectado.",workers/scrapling/http_fetch.py,Resposta infinita/comprimida maliciosa é interrompida sem esgotar recursos do Core.,SL-S48-05,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S48/SL-S48-06.md,,,PENDENTE,
524,SL-S48-07,v0.9.0,S48,Scrapling / WebFetchProvider,Desconstrução,Implementação,Integrar sessões restritas,Isolar cookies/credenciais por contexto e não herdar perfil pessoal do navegador.,workers/scrapling/sessions.py,Pesquisa pública não ganha cookies de outros workspaces ou da sessão do usuário.,SL-S48-06,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S48/SL-S48-07.md,,,PENDENTE,
525,SL-S48-08,v0.9.0,S48,Scrapling / WebFetchProvider,Desconstrução,Implementação,Encaminhar conteúdo adquirido,Enviar HTML ao normalizador e arquivos ao Ingest por propostas validadas.,crates/web/src/fetch_pipeline.rs,Worker não grava snapshots diretamente na área canônica.,SL-S48-07,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S48/SL-S48-08.md,,,PENDENTE,
526,SL-S48-09,v0.9.0,S48,Scrapling / WebFetchProvider,Desconstrução,Teste,Exercitar corpus de rede hostil,"Simular rebinding/redirects, tipos enganosos, timeout e resposta excessiva.",tests/web/http-security/,Todas as exceções de destino são explicitamente autorizadas e auditáveis.,SL-S48-08,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S48/SL-S48-09.md,,,PENDENTE,
527,SL-S48-10,v0.9.0,S48,Scrapling / WebFetchProvider,Desconstrução,Teste,Medir HTTP-first,Comparar sucesso/falha/custo no corpus permitido sem prometer taxa universal.,reports/scrapling/http-eval.json,Falhas são exibidas; não se declara resolver 85% da web sem evidência correspondente.,SL-S48-09,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S48/SL-S48-10.md,,,PENDENTE,
528,SL-S48-GATE,v0.9.0,S48,Scrapling / WebFetchProvider,Aceite humano,Gate,Aceitar S48 — Integrar Scrapling no caminho HTTP,"Revisar as dez tarefas, executar a demonstração do sprint, confrontar critérios e registrar decisão go/no-go.",reports/S48/acceptance.md,Baixar página permitida e negar URL interna/redirect indevido em harness controlado. Todas as dependências aceitas; evidências vinculadas a revisão/ambiente; nenhum blocker de integridade/segurança.,SL-S48-01; SL-S48-02; SL-S48-03; SL-S48-04; SL-S48-05; SL-S48-06; SL-S48-07; SL-S48-08; SL-S48-09; SL-S48-10,R06; R08; R25; R30,Não iniciado,P0,Crítico,Obrigatória para fechar a versão aprovada,Autor,,,reports/S48/acceptance.md,,,PENDENTE,
529,SL-S49-01,v0.9.0,S49,Scrapling / browser,Adaptação,Decisão,Definir critérios de escalada,"Escalar HTTP→browser por falha/tipo real, com consentimento e limites.",docs/web/browser-policy.md,Bloqueio não dispara downloads ou tentativas ilimitadas de bypass.,SL-S24-GATE; SL-S25-GATE; SL-S26-GATE; SL-S48-GATE,R01; R06; R08; R09; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor,,,reports/S49/SL-S49-01.md,,,PENDENTE,
530,SL-S49-02,v0.9.0,S49,Scrapling / browser,Adaptação,Implementação,Provisionar browser homologado,"Fixar versão compatível com motor, assinatura/hash e artefatos por SO.",browser/manifests/,Instalação é consentida e verificável; browser não é baixado de URL fornecida pelo modelo.,SL-S49-01,R01; R06; R08; R09; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S49/SL-S49-02.md,,,PENDENTE,
531,SL-S49-03,v0.9.0,S49,Scrapling / browser,Adaptação,Implementação,Criar sessão efêmera,"Isolar profile, cache, cookies e downloads por tarefa ou escopo aprovado.",workers/scrapling/browser_session.py,Perfil pessoal e segredos locais não são compartilhados.,SL-S49-02,R01; R06; R08; R09; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S49/SL-S49-03.md,,,PENDENTE,
532,SL-S49-04,v0.9.0,S49,Scrapling / browser,Adaptação,Implementação,Aplicar contenção real,Conectar perfis por SO à árvore multiprocesso do navegador.,workers/scrapling/browser_sandbox.py,Não se usa no-sandbox como correção silenciosa; capacidade indisponível permanece bloqueada.,SL-S49-03,R01; R06; R08; R09; R25; R30,Não iniciado,P0,Crítico,Obrigatória no escopo da versão,Autor + agente de IA,,,reports/S49/SL-S49-04.md,,,PENDENTE,
